# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "--countReadPairs" "-T" "4" "-t" "gene" "-g" "gene" "-a" "/data/behringer_lab/Ref_Genome/E_coli/E_coli.gtf" "-o" "SRA_FimA_Counts.txt" "Sample_SRR8335000.sorted.bam" "Sample_SRR8335002.sorted.bam" "Sample_SRR8335003.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	Sample_SRR8335000.sorted.bam	Sample_SRR8335002.sorted.bam	Sample_SRR8335003.sorted.bam
fdoH	NC_000913.3	4081857	4082759	-	903	1610	2352	516
fdoG	NC_000913.3	4082772	4085822	-	3051	8836	11989	3748
fdhD	NC_000913.3	4086016	4086849	+	834	679	485	289
yiiG	NC_000913.3	4087002	4088057	+	1056	324	207	59
frvR	NC_000913.3	4088107	4089855	-	1749	665	266	49
frvX	NC_000913.3	4089855	4090925	-	1071	557	244	47
frvB	NC_000913.3	4090915	4092366	-	1452	693	336	45
frvA	NC_000913.3	4092377	4092823	-	447	193	99	14
rhaM	NC_000913.3	4093124	4093438	-	315	111	61	16
rhaD	NC_000913.3	4093448	4094272	-	825	414	204	41
rhaA	NC_000913.3	4094723	4095982	-	1260	736	346	58
rhaB	NC_000913.3	4095979	4097448	-	1470	670	277	39
rhaS	NC_000913.3	4097736	4098572	+	837	434	244	43
rhaR	NC_000913.3	4098646	4099494	+	849	487	262	43
rhaT	NC_000913.3	4099491	4100525	-	1035	672	362	85
sodA	NC_000913.3	4100810	4101430	+	621	3154	3059	3283
kdgT	NC_000913.3	4101690	4102673	+	984	597	507	71
yiiM	NC_000913.3	4102822	4103496	+	675	480	364	112
cpxA	NC_000913.3	4103602	4104975	-	1374	1066	912	1122
cpxR	NC_000913.3	4104972	4105670	-	699	584	845	772
cpxP	NC_000913.3	4105820	4106320	+	501	2775	2361	300
cpxQ	NC_000913.3	4106330	4106387	+	58	9	5	2
fieF	NC_000913.3	4106469	4107371	+	903	1037	849	503
pfkA	NC_000913.3	4107552	4108514	+	963	4450	5527	1671
sbp	NC_000913.3	4108834	4109823	+	990	617	303	101
cdh	NC_000913.3	4109930	4110685	+	756	266	138	71
tpiA	NC_000913.3	4110740	4111507	-	768	2209	1572	913
yiiQ	NC_000913.3	4111615	4112214	-	600	338	148	63
yiiR	NC_000913.3	4112315	4112755	+	441	287	174	115
yiiS	NC_000913.3	4112967	4113266	+	300	697	690	1051
uspD	NC_000913.3	4113293	4113721	+	429	1356	1282	1440
fpr	NC_000913.3	4113726	4114472	-	747	1004	713	354
glpX	NC_000913.3	4114569	4115579	-	1011	698	521	163
glpK	NC_000913.3	4115714	4117222	-	1509	1515	1725	227
glpF	NC_000913.3	4117245	4118090	-	846	729	589	107
zapB	NC_000913.3	4118515	4118760	+	246	1428	1225	1326
rraA	NC_000913.3	4118845	4119330	-	486	1221	1411	816
menA	NC_000913.3	4119423	4120349	-	927	489	617	129
hslU	NC_000913.3	4120416	4121747	-	1332	6286	10634	4638
hslV	NC_000913.3	4121757	4122287	-	531	2075	3791	1304
ftsN	NC_000913.3	4122380	4123339	-	960	959	1021	577
cytR	NC_000913.3	4123431	4124456	-	1026	492	306	140
priA	NC_000913.3	4124612	4126810	-	2199	847	480	611
rpmE	NC_000913.3	4127013	4127225	+	213	5442	6399	2504
yiiX	NC_000913.3	4127286	4127894	-	609	338	161	503
metJ	NC_000913.3	4128078	4128395	-	318	326	330	1302
metB	NC_000913.3	4128672	4129832	+	1161	632	339	999
metL	NC_000913.3	4129835	4132267	+	2433	1252	950	3273
metF	NC_000913.3	4132616	4133506	+	891	396	220	1275
katG	NC_000913.3	4133835	4136015	+	2181	3256	4162	1148
yijE	NC_000913.3	4136108	4137013	+	906	521	268	159
yijF	NC_000913.3	4137040	4137657	-	618	429	194	60
gldA	NC_000913.3	4137932	4139035	-	1104	1216	1068	119
fsaB	NC_000913.3	4139046	4139708	-	663	295	211	32
ptsA	NC_000913.3	4139720	4142221	-	2502	1215	526	84
frwC	NC_000913.3	4142530	4143609	+	1080	524	308	38
frwB	NC_000913.3	4143624	4143944	+	321	272	135	8
pflD	NC_000913.3	4143995	4146292	+	2298	814	522	145
pflC	NC_000913.3	4146258	4147136	+	879	425	223	49
frwD	NC_000913.3	4147138	4147479	+	342	272	144	31
yijO	NC_000913.3	4147466	4148317	-	852	376	173	91
eptC	NC_000913.3	4148532	4150265	-	1734	686	469	592
ppc	NC_000913.3	4150447	4153098	-	2652	18345	21837	32707
argE	NC_000913.3	4153696	4154847	-	1152	1223	1175	1722
argC	NC_000913.3	4155001	4156005	+	1005	547	730	4710
argB	NC_000913.3	4156013	4156789	+	777	539	696	3327
argH	NC_000913.3	4156850	4158223	+	1374	818	1418	7849
oxyS	NC_000913.3	4158278	4158394	-	117	14	18	28
oxyR	NC_000913.3	4158490	4159407	+	918	1218	765	608
sthA	NC_000913.3	4159390	4160790	-	1401	1828	1132	1169
fabR	NC_000913.3	4161067	4161771	+	705	1272	1204	323
yijD	NC_000913.3	4161771	4162130	+	360	1504	1968	331
trmA	NC_000913.3	4162170	4163270	-	1101	2413	2932	643
btuB	NC_000913.3	4163639	4165483	+	1845	1345	1289	302
murI	NC_000913.3	4165428	4166285	+	858	724	602	673
rrsB	NC_000913.3	4166659	4168200	+	1542	1381	1059	489
gltT	NC_000913.3	4168372	4168447	+	76	99	100	1049
rrlB	NC_000913.3	4168641	4171544	+	2904	3240	2523	1306
rrfB	NC_000913.3	4171637	4171756	+	120	161	82	39
murB	NC_000913.3	4172057	4173085	+	1029	451	327	341
birA	NC_000913.3	4173082	4174047	+	966	497	293	183
coaA	NC_000913.3	4174076	4175026	-	951	376	317	171
thrU	NC_000913.3	4175388	4175463	+	76	163	91	46
tyrU	NC_000913.3	4175472	4175556	+	85	399	297	135
glyT	NC_000913.3	4175673	4175747	+	75	143	140	27
thrT	NC_000913.3	4175754	4175829	+	76	148	161	76
tufB	NC_000913.3	4175944	4177128	+	1185	13732	20122	10450
secE	NC_000913.3	4177358	4177741	+	384	2207	2443	821
nusG	NC_000913.3	4177743	4178288	+	546	2207	2332	739
rplK	NC_000913.3	4178447	4178875	+	429	1669	1632	7250
rplA	NC_000913.3	4178879	4179583	+	705	3496	3583	14559
rplJ	NC_000913.3	4179996	4180493	+	498	5942	6266	15246
rplL	NC_000913.3	4180560	4180925	+	366	5751	6678	11298
rpoB	NC_000913.3	4181245	4185273	+	4029	24011	39757	44388
rpoC	NC_000913.3	4185350	4189573	+	4224	23005	39877	50457
yjaZ	NC_000913.3	4189786	4190325	+	540	257	185	160
sroH	NC_000913.3	4190327	4190487	-	161	33	23	26
thiH	NC_000913.3	4190735	4191868	-	1134	514	263	123
thiG	NC_000913.3	4191865	4192635	-	771	348	166	70
thiS	NC_000913.3	4192637	4192837	-	201	46	34	12
thiF	NC_000913.3	4192821	4193576	-	756	276	140	65
thiE	NC_000913.3	4193569	4194204	-	636	237	133	59
thiC	NC_000913.3	4194204	4196099	-	1896	821	367	208
rsd	NC_000913.3	4196332	4196808	-	477	4784	5360	284
nudC	NC_000913.3	4196903	4197676	+	774	1043	899	257
hemE	NC_000913.3	4197716	4198780	+	1065	1181	856	361
nfi	NC_000913.3	4198790	4199461	+	672	607	620	256
yjaG	NC_000913.3	4199504	4200094	+	591	507	340	278
hupA	NC_000913.3	4200281	4200553	+	273	1794	948	289
yjaH	NC_000913.3	4200566	4201261	+	696	258	129	78
zraP	NC_000913.3	4201263	4201688	-	426	175	93	35
zraS	NC_000913.3	4201926	4203323	+	1398	874	418	54
zraR	NC_000913.3	4203320	4204645	+	1326	694	325	178
purD	NC_000913.3	4204642	4205931	-	1290	675	360	188
purH	NC_000913.3	4205943	4207532	-	1590	805	396	224
rrsE	NC_000913.3	4208147	4209688	+	1542	1414	950	461
gltV	NC_000913.3	4209774	4209849	+	76	34	26	51
rrlE	NC_000913.3	4210043	4212946	+	2904	3173	2518	1314
rrfE	NC_000913.3	4213040	4213159	+	120	38	26	3
yjaA	NC_000913.3	4213234	4213617	+	384	173	112	44
yjaB	NC_000913.3	4213680	4214123	-	444	258	166	73
metA	NC_000913.3	4214280	4215209	+	930	424	240	948
aceB	NC_000913.3	4215478	4217079	+	1602	25533	30505	8268
aceA	NC_000913.3	4217109	4218413	+	1305	35110	47816	7779
aceK	NC_000913.3	4218596	4220332	+	1737	6528	10603	1985
aceK-int	NC_000913.3	4218879	4218963	+	85	0	0	0
arpA	NC_000913.3	4220301	4222487	-	2187	414	248	60
iclR	NC_000913.3	4222804	4223628	-	825	1067	589	122
metH	NC_000913.3	4223828	4227511	+	3684	3024	2873	1177
yjbB	NC_000913.3	4227731	4229362	+	1632	1698	1409	269
pepE	NC_000913.3	4229453	4230142	-	690	565	355	84
rluF	NC_000913.3	4230354	4231226	+	873	522	306	215
yjbD	NC_000913.3	4231359	4231631	-	273	431	445	693
lysC	NC_000913.3	4231884	4233233	-	1350	938	3771	11270
pgi	NC_000913.3	4233758	4235407	+	1650	3978	3653	3342
yjbE	NC_000913.3	4235906	4236148	+	243	80	107	73
yjbF	NC_000913.3	4236262	4236900	+	639	211	85	12
yjbG	NC_000913.3	4236897	4237634	+	738	259	160	34
yjbH	NC_000913.3	4237634	4239730	+	2097	954	475	155
yjbT	NC_000913.3	4239777	4240055	-	279	152	53	36
psiE	NC_000913.3	4240325	4240735	+	411	162	109	368
xylE	NC_000913.3	4240779	4242254	-	1476	802	453	480
malH	NC_000913.3	4242531	4242633	-	103	69	39	13
malG	NC_000913.3	4242626	4243516	-	891	456	565	57
malF	NC_000913.3	4243531	4245075	-	1545	756	423	85
malE	NC_000913.3	4245229	4246419	-	1191	650	497	63
malK	NC_000913.3	4246784	4247899	+	1116	673	425	45
lamB	NC_000913.3	4247971	4249311	+	1341	705	471	106
malM	NC_000913.3	4249554	4250474	+	921	775	1857	168
yjbI	NC_000913.3	4250703	4252283	+	1581	135	101	15
ubiC	NC_000913.3	4252506	4253003	+	498	1357	1131	206
ubiA	NC_000913.3	4253016	4253888	+	873	2277	2069	367
plsB	NC_000913.3	4254043	4256466	-	2424	4341	6035	1044
dgkA	NC_000913.3	4256637	4257005	+	369	247	238	106
lexA	NC_000913.3	4257115	4257723	+	609	3478	4307	433
dinF	NC_000913.3	4257742	4259121	+	1380	841	726	289
yjbJ	NC_000913.3	4259237	4259446	+	210	1131	1366	1194
zur	NC_000913.3	4259488	4260003	-	516	318	214	211
yjbL	NC_000913.3	4260321	4260575	+	255	27	15	7
yjbM	NC_000913.3	4260599	4261306	+	708	128	73	17
dusA	NC_000913.3	4261669	4262706	+	1038	413	236	149
pspG	NC_000913.3	4262840	4263082	+	243	1203	1065	117
pspH	NC_000913.3	4263139	4263249	+	111	95	78	9
qorA	NC_000913.3	4263248	4264231	-	984	1641	1569	326
dnaB	NC_000913.3	4264314	4265729	+	1416	664	383	423
alr	NC_000913.3	4265782	4266861	+	1080	775	453	388
tyrB	NC_000913.3	4267114	4268307	+	1194	679	416	503
yjbS	NC_000913.3	4268809	4269012	-	204	17	7	3
aphA	NC_000913.3	4269414	4270127	+	714	457	440	58
yjbQ	NC_000913.3	4270238	4270654	+	417	519	421	698
yjbR	NC_000913.3	4270658	4271014	+	357	491	476	537
uvrA	NC_000913.3	4271049	4273871	-	2823	3434	6150	5266
ssb	NC_000913.3	4274125	4274661	+	537	947	1178	750
yjcB	NC_000913.3	4274760	4275041	-	282	106	94	2133
pdeC	NC_000913.3	4275471	4277057	+	1587	2028	1682	103
soxS	NC_000913.3	4277060	4277383	-	324	1476	1219	38
soxR	NC_000913.3	4277469	4277933	+	465	398	272	570
ryjA	NC_000913.3	4277926	4278066	-	141	97	44	83
ghxP	NC_000913.3	4278479	4279828	+	1350	776	356	422
yjcE	NC_000913.3	4279980	4281629	+	1650	864	457	383
yjcF	NC_000913.3	4281783	4283075	-	1293	80	80	13
actP	NC_000913.3	4283253	4284902	-	1650	10406	22877	89
yjcH	NC_000913.3	4284899	4285213	-	315	3177	6716	13
acs	NC_000913.3	4285413	4287371	-	1959	55067	119916	162
ytcB	NC_000913.3	4287611	4287667	+	57	56	32	25
nrfA	NC_000913.3	4287764	4289200	+	1437	622	269	50
nrfB	NC_000913.3	4289245	4289811	+	567	217	96	18
nrfC	NC_000913.3	4289808	4290479	+	672	292	129	38
nrfD	NC_000913.3	4290476	4291432	+	957	637	318	41
nrfE	NC_000913.3	4291512	4293170	+	1659	865	375	51
nrfF	NC_000913.3	4293163	4293546	+	384	246	102	17
nrfG	NC_000913.3	4293543	4294139	+	597	222	95	13
gltP	NC_000913.3	4294481	4295794	+	1314	689	376	281
yjcO	NC_000913.3	4296436	4297125	-	690	684	563	383
fdhF	NC_000913.3	4297219	4299366	-	2148	963	577	306
mdtP	NC_000913.3	4299564	4301030	-	1467	552	272	47
mdtO	NC_000913.3	4301027	4303078	-	2052	870	378	126
mdtN	NC_000913.3	4303078	4304109	-	1032	345	151	61
ytcA	NC_000913.3	4304128	4304403	-	276	76	30	3
yjcS	NC_000913.3	4304612	4306597	-	1986	858	390	72
alsK	NC_000913.3	4306870	4307799	-	930	467	279	82
alsE	NC_000913.3	4307783	4308478	-	696	296	118	31
alsC	NC_000913.3	4308489	4309469	-	981	371	166	57
alsA	NC_000913.3	4309448	4310980	-	1533	496	242	55
alsB	NC_000913.3	4311107	4312042	-	936	343	181	30
alsR	NC_000913.3	4312101	4312991	-	891	520	324	102
rpiB	NC_000913.3	4313350	4313799	+	450	230	132	43
yjdP	NC_000913.3	4313868	4314197	+	330	147	109	79
phnP	NC_000913.3	4314344	4315102	-	759	453	287	115
phnO	NC_000913.3	4315104	4315538	-	435	345	300	64
phnN	NC_000913.3	4315525	4316082	-	558	236	158	60
phnM	NC_000913.3	4316082	4317218	-	1137	738	336	106
phnL	NC_000913.3	4317215	4317895	-	681	385	177	92
phnK	NC_000913.3	4318006	4318764	-	759	458	232	61
phnJ	NC_000913.3	4318761	4319606	-	846	364	134	38
phnI	NC_000913.3	4319599	4320663	-	1065	724	391	69
phnH	NC_000913.3	4320663	4321247	-	585	180	69	34
phnG	NC_000913.3	4321244	4321696	-	453	247	168	27
phnF	NC_000913.3	4321697	4322422	-	726	376	182	60
phnE	NC_000913.3	4322443	4323281	-	839	697	345	61
phnD	NC_000913.3	4323336	4324352	-	1017	532	266	24
phnC	NC_000913.3	4324377	4325165	-	789	235	141	45
yjdN	NC_000913.3	4325298	4325741	-	444	1123	820	133
yjdM	NC_000913.3	4326399	4326734	-	336	607	643	117
rdcA	NC_000913.3	4327135	4329363	+	2229	1483	1176	96
rdcB	NC_000913.3	4329360	4330238	+	879	566	354	43
proP	NC_000913.3	4330502	4332004	+	1503	1267	1324	5078
pmrR	NC_000913.3	4332116	4332205	+	90	39	37	75
basS	NC_000913.3	4332181	4333272	-	1092	1037	870	161
basR	NC_000913.3	4333282	4333950	-	669	784	791	72
eptA	NC_000913.3	4333947	4335590	-	1644	823	525	68
adiC	NC_000913.3	4335694	4337031	-	1338	657	336	123
adiY	NC_000913.3	4337168	4337929	-	762	183	103	272
adiA	NC_000913.3	4338254	4340521	-	2268	838	483	224
melR	NC_000913.3	4340720	4341628	-	909	1247	1302	91
melA	NC_000913.3	4341911	4343266	+	1356	2491	5118	128
melB	NC_000913.3	4343369	4344790	+	1422	1264	2280	191
yjdF	NC_000913.3	4344929	4345558	-	630	282	184	77
fumB	NC_000913.3	4345680	4347326	-	1647	861	514	113
dcuB	NC_000913.3	4347404	4348744	-	1341	727	403	76
dcuR	NC_000913.3	4349315	4350034	-	720	529	289	133
dcuS	NC_000913.3	4350031	4351662	-	1632	658	395	201
yjdI	NC_000913.3	4351843	4352073	+	231	363	249	41
yjdJ	NC_000913.3	4352085	4352357	+	273	586	433	55
ghoS	NC_000913.3	4352584	4352880	+	297	73	27	41
ghoT	NC_000913.3	4352908	4353081	+	174	33	33	23
lysU	NC_000913.3	4353200	4354717	-	1518	639	500	1812
dtpC	NC_000913.3	4354954	4356411	-	1458	424	251	350
cadA	NC_000913.3	4356470	4358617	-	2148	703	712	701
cadB	NC_000913.3	4358697	4360031	-	1335	260	201	1101
cadC	NC_000913.3	4360396	4361934	-	1539	0	0	0
yjdQ	NC_000913.3	4362191	4362353	-	163	0	0	0
pheU	NC_000913.3	4362551	4362626	-	76	0	0	0
yjdC	NC_000913.3	4362733	4363308	-	576	0	0	0
dsbD	NC_000913.3	4363345	4365042	-	1698	0	0	1
cutA	NC_000913.3	4365018	4365356	-	339	0	0	0
dcuA	NC_000913.3	4365472	4366773	-	1302	0	0	0
aspX	NC_000913.3	4366839	4366951	-	113	85	116	31
aspA	NC_000913.3	4366891	4368327	-	1437	29174	25036	2026
fxsA	NC_000913.3	4368664	4369140	+	477	3579	5749	2034
yjeH	NC_000913.3	4369156	4370412	-	1257	776	539	551
groS	NC_000913.3	4370688	4370981	+	294	5546	6115	1112
groL	NC_000913.3	4371025	4372671	+	1647	31893	45801	6817
yjeI	NC_000913.3	4372809	4373162	+	354	633	1093	388
yjeJ	NC_000913.3	4373365	4374234	-	870	272	193	178
epmB	NC_000913.3	4374629	4375657	-	1029	567	411	205
efp	NC_000913.3	4375699	4376265	+	567	1116	753	541
ecnA	NC_000913.3	4376317	4376442	+	126	65	44	43
ecnB	NC_000913.3	4376553	4376699	+	147	454	730	254
gdx	NC_000913.3	4376875	4377192	+	318	270	223	294
blc	NC_000913.3	4377189	4377722	-	534	1412	1475	195
ampC	NC_000913.3	4377811	4378944	-	1134	610	381	58
frdD	NC_000913.3	4379007	4379366	-	360	791	1104	133
frdC	NC_000913.3	4379377	4379772	-	396	665	1153	113
frdB	NC_000913.3	4379783	4380517	-	735	1121	1815	233
frdA	NC_000913.3	4380510	4382318	-	1809	3587	5674	868
epmA	NC_000913.3	4382643	4383620	+	978	532	331	228
yjeM	NC_000913.3	4383839	4385341	+	1503	640	415	172
yjeN	NC_000913.3	4385393	4385707	+	315	165	78	22
yjeO	NC_000913.3	4385704	4386018	+	315	219	104	31
mscM	NC_000913.3	4386047	4389370	-	3324	1658	957	581
psd	NC_000913.3	4389392	4390360	-	969	1272	1222	787
rsgA	NC_000913.3	4390457	4391509	-	1053	1103	1116	688
orn	NC_000913.3	4391604	4392149	+	546	603	385	138
glyV	NC_000913.3	4392360	4392435	+	76	268	205	490
glyX	NC_000913.3	4392472	4392547	+	76	71	39	147
glyY	NC_000913.3	4392583	4392658	+	76	18	16	55
yjeV	NC_000913.3	4392892	4392945	+	54	8	5	24
queG	NC_000913.3	4392928	4394067	-	1140	1147	1014	785
nnr	NC_000913.3	4394066	4395613	+	1548	3377	3472	702
tsaE	NC_000913.3	4395585	4396046	+	462	726	878	290
amiB	NC_000913.3	4396065	4397402	+	1338	2116	2438	900
mutL	NC_000913.3	4397412	4399259	+	1848	1995	1739	1260
miaA	NC_000913.3	4399252	4400202	+	951	5212	6269	4549
hfq	NC_000913.3	4400288	4400596	+	309	3354	4151	1935
hflX	NC_000913.3	4400672	4401952	+	1281	6052	6699	3417
hflK	NC_000913.3	4402038	4403297	+	1260	5622	6936	3560
hflC	NC_000913.3	4403300	4404304	+	1005	2059	2285	1649
yjeT	NC_000913.3	4404386	4404583	+	198	66	60	25
purA	NC_000913.3	4404687	4405985	+	1299	1511	1986	9990
nsrR	NC_000913.3	4406190	4406615	+	426	274	260	285
rnr	NC_000913.3	4406654	4409095	+	2442	3129	3538	3464
rlmB	NC_000913.3	4409275	4410006	+	732	539	506	496
yjfI	NC_000913.3	4410133	4410534	+	402	44	24	6
yjfJ	NC_000913.3	4410553	4411251	+	699	317	146	22
yjfK	NC_000913.3	4411302	4411961	+	660	213	93	19
yjfL	NC_000913.3	4411979	4412377	+	399	133	64	13
yjfM	NC_000913.3	4412387	4413025	+	639	228	147	20
yjfC	NC_000913.3	4413028	4414191	+	1164	377	173	48
aidB	NC_000913.3	4414275	4415900	+	1626	1474	1232	322
yjfN	NC_000913.3	4416017	4416292	-	276	13065	9857	116
bsmA	NC_000913.3	4416441	4416770	-	330	15613	13755	125
yjfP	NC_000913.3	4416952	4417701	+	750	416	338	142
ulaR	NC_000913.3	4417698	4418453	-	756	478	264	98
ulaG	NC_000913.3	4418561	4419625	-	1065	585	326	61
ulaA	NC_000913.3	4419980	4421377	+	1398	706	417	37
ulaB	NC_000913.3	4421393	4421698	+	306	221	121	19
ulaC	NC_000913.3	4421708	4422172	+	465	245	136	28
ulaD	NC_000913.3	4422186	4422836	+	651	308	203	47
ulaE	NC_000913.3	4422846	4423700	+	855	424	251	62
ulaF	NC_000913.3	4423700	4424386	+	687	625	321	40
yjfY	NC_000913.3	4424516	4424791	-	276	163	127	44
rpsF	NC_000913.3	4425118	4425513	+	396	890	1119	2127
priB	NC_000913.3	4425520	4425834	+	315	548	555	1280
rpsR	NC_000913.3	4425839	4426066	+	228	459	542	805
rplI	NC_000913.3	4426108	4426557	+	450	874	963	2281
yjfZ	NC_000913.3	4426628	4427422	-	795	186	96	33
ytfA	NC_000913.3	4427694	4428095	+	402	146	69	17
ytfB	NC_000913.3	4428079	4428717	-	639	1520	1386	230
fklB	NC_000913.3	4428935	4429555	+	621	538	396	141
cycA	NC_000913.3	4429864	4431276	+	1413	2490	3762	662
ytfE	NC_000913.3	4431321	4431983	-	663	312	147	207
ytfF	NC_000913.3	4432091	4433056	-	966	643	561	82
qorB	NC_000913.3	4433164	4434024	-	861	386	264	262
ytfH	NC_000913.3	4434113	4434493	+	381	258	286	233
cpdB	NC_000913.3	4434622	4436565	-	1944	1527	1118	444
cysQ	NC_000913.3	4436755	4437495	+	741	4256	4286	682
ytfI	NC_000913.3	4437707	4438645	+	939	328	326	27
ytfJ	NC_000913.3	4438708	4439262	-	555	4555	4873	64
ytfK	NC_000913.3	4439587	4439793	+	207	10228	17959	640
paeA	NC_000913.3	4439872	4441215	-	1344	829	876	407
msrA	NC_000913.3	4441538	4442176	-	639	1281	1152	212
tamA	NC_000913.3	4442382	4444115	+	1734	1203	874	465
tamB	NC_000913.3	4444112	4447891	+	3780	2270	1691	844
ytfP	NC_000913.3	4447894	4448235	+	342	375	223	266
chpS	NC_000913.3	4448447	4448698	+	252	207	184	110
chpB	NC_000913.3	4448692	4449042	+	351	193	151	134
ppa	NC_000913.3	4449122	4449652	-	531	2222	2400	779
ytfQ	NC_000913.3	4449962	4450918	+	957	6904	10723	180
ytfR	NC_000913.3	4451058	4452560	+	1503	3073	5164	124
ytfT	NC_000913.3	4452571	4453596	+	1026	1291	2591	45
yjfF	NC_000913.3	4453583	4454578	+	996	1144	2031	74
fbp	NC_000913.3	4454611	4455609	-	999	1164	1239	461
mpl	NC_000913.3	4455785	4457158	+	1374	823	492	617
yjgA	NC_000913.3	4457314	4457865	-	552	1559	1365	389
tldE	NC_000913.3	4457959	4459311	+	1353	1832	1747	542
cybC	NC_000913.3	4459488	4459855	+	368	935	768	147
nrdG	NC_000913.3	4459900	4460364	-	465	245	381	75
nrdD	NC_000913.3	4460522	4462660	-	2139	2168	6588	510
treC	NC_000913.3	4463054	4464709	-	1656	685	336	61
treB	NC_000913.3	4464759	4466180	-	1422	587	286	86
treR	NC_000913.3	4466299	4467246	-	948	411	257	210
mgtL	NC_000913.3	4467431	4467484	+	54	30	12	5
mgtA	NC_000913.3	4467625	4470321	+	2697	1392	740	207
ridA	NC_000913.3	4470527	4470913	-	387	448	401	510
pyrI	NC_000913.3	4470986	4471447	-	462	232	120	48
pyrB	NC_000913.3	4471460	4472395	-	936	446	176	91
pyrL	NC_000913.3	4472399	4472533	-	135	248	171	54
yjgH	NC_000913.3	4472814	4473209	-	396	473	372	38
bdcA	NC_000913.3	4473340	4474053	-	714	286	279	84
bdcR	NC_000913.3	4474124	4474717	+	594	258	169	74
tabA	NC_000913.3	4474862	4475314	+	453	253	237	103
yjgL	NC_000913.3	4475437	4477251	+	1815	170	134	60
argI	NC_000913.3	4477307	4478311	-	1005	614	472	1662
rraB	NC_000913.3	4478473	4478889	+	417	1336	2038	853
yjgM	NC_000913.3	4479034	4479537	-	504	228	152	121
yjgN	NC_000913.3	4479730	4480926	+	1197	178	101	19
valS	NC_000913.3	4480982	4483837	-	2856	3557	4851	3906
holC	NC_000913.3	4483837	4484280	-	444	664	730	189
pepA	NC_000913.3	4484440	4485951	-	1512	4798	5945	916
ytgB	NC_000913.3	4486043	4486099	+	57	15	14	4
ytgA	NC_000913.3	4486105	4486155	+	51	24	17	6
lptF	NC_000913.3	4486218	4487318	+	1101	1244	1472	564
lptG	NC_000913.3	4487318	4488400	+	1083	1451	1332	849
yjgR	NC_000913.3	4488561	4490063	-	1503	1796	1802	190
idnR	NC_000913.3	4490141	4491139	-	999	414	241	149
idnT	NC_000913.3	4491206	4492525	-	1320	482	254	90
idnO	NC_000913.3	4492587	4493351	-	765	367	234	24
idnD	NC_000913.3	4493375	4494406	-	1032	428	377	31
idnK	NC_000913.3	4494623	4495186	+	564	195	108	37
ahr	NC_000913.3	4495190	4496209	-	1020	2329	2253	179
leuX	NC_000913.3	4496405	4496489	+	85	110	71	9
intB	NC_000913.3	4496750	4497940	+	1191	1197	1300	189
insC6	NC_000913.3	4498272	4498637	+	366	555	433	195
insD6	NC_000913.3	4498595	4499500	+	906	1102	697	446
yjgX	NC_000913.3	4499593	4500791	-	1199	728	515	739
yjgZ	NC_000913.3	4501260	4501589	+	330	177	91	43
insG	NC_000913.3	4502103	4503431	-	1329	693	414	187
nanX	NC_000913.3	4504058	4505275	+	1218	296	274	39
nanY	NC_000913.3	4505287	4506405	+	1119	353	254	39
ythA	NC_000913.3	4506448	4506573	+	126	15	16	1
yjhD	NC_000913.3	4506626	4506856	-	231	49	36	12
yjhE	NC_000913.3	4506861	4507109	+	249	57	31	7
insO	NC_000913.3	4507197	4509793	+	2597	373	225	146
insI3	NC_000913.3	4507466	4508617	-	1152	0	0	0
insM	NC_000913.3	4508684	4508942	-	259	0	0	0
yjhV	NC_000913.3	4509804	4510133	+	330	107	68	33
fecE	NC_000913.3	4510690	4511457	-	768	466	192	113
fecD	NC_000913.3	4511458	4512414	-	957	425	175	113
fecC	NC_000913.3	4512411	4513409	-	999	373	158	85
fecB	NC_000913.3	4513406	4514308	-	903	439	234	199
fecA	NC_000913.3	4514353	4516677	-	2325	999	498	893
fecR	NC_000913.3	4516764	4517717	-	954	285	143	1109
fecI	NC_000913.3	4517714	4518235	-	522	234	94	945
ykiE	NC_000913.3	4518372	4518440	+	69	31	20	16
insA7	NC_000913.3	4518527	4518802	+	276	92	76	104
insB7	NC_000913.3	4518721	4519224	+	504	242	115	147
yjhU	NC_000913.3	4519338	4520324	-	987	877	604	699
yjhF	NC_000913.3	4520671	4522020	-	1350	573	336	117
yjhG	NC_000913.3	4522127	4524094	-	1968	1268	941	309
yjhH	NC_000913.3	4524105	4525010	-	906	554	340	99
yjhI	NC_000913.3	4525015	4525803	-	789	384	294	12
sgcR	NC_000913.3	4526106	4526888	-	783	482	645	99
sgcE	NC_000913.3	4526905	4527537	-	633	549	935	94
sgcA	NC_000913.3	4527549	4527980	-	432	447	859	63
ryjB	NC_000913.3	4527977	4528066	+	90	65	96	2
sgcQ	NC_000913.3	4528111	4528917	-	807	1897	4759	385
sgcC	NC_000913.3	4528930	4530243	-	1314	2091	5572	135
sgcB	NC_000913.3	4530255	4530533	-	279	476	1332	23
sgcX	NC_000913.3	4530530	4531651	-	1122	1809	4004	175
yjhY	NC_000913.3	4532050	4532310	-	261	504	409	390
yjhP	NC_000913.3	4532437	4533183	-	747	438	192	63
yjhQ	NC_000913.3	4533239	4533784	-	546	310	185	34
topAI	NC_000913.3	4533796	4534053	-	258	132	55	37
yjhZ	NC_000913.3	4534430	4534675	-	246	217	96	57
yjhR	NC_000913.3	4535015	4536031	+	1017	411	224	40
ythB	NC_000913.3	4536597	4536695	+	99	27	12	8
