Geneid	Chr	Start	End	Strand	Length
yihG	NC_000913.3	4045670	4046602	-	933
polA	NC_000913.3	4046966	4049752	+	2787
spf	NC_000913.3	4049899	4050009	+	111
yihA	NC_000913.3	4050133	4050765	-	633
csrC	NC_000913.3	4051036	4051281	+	246
yihI	NC_000913.3	4051347	4051856	+	510
hemN	NC_000913.3	4052045	4053418	+	1374
yshB	NC_000913.3	4053647	4053757	-	111
glnG	NC_000913.3	4053869	4055278	-	1410
glnL	NC_000913.3	4055290	4056339	-	1050
glnA	NC_000913.3	4056625	4058034	-	1410
bipA	NC_000913.3	4058407	4060230	+	1824
yihL	NC_000913.3	4060447	4061157	+	711
yihM	NC_000913.3	4061165	4062145	+	981
yihN	NC_000913.3	4062247	4063512	+	1266
ompL	NC_000913.3	4063603	4064295	-	693
yihO	NC_000913.3	4064363	4065766	-	1404
yihP	NC_000913.3	4065809	4067194	-	1386
yihQ	NC_000913.3	4067240	4069276	-	2037
yihR	NC_000913.3	4069475	4070401	-	927
yihS	NC_000913.3	4070515	4071756	-	1242
yihT	NC_000913.3	4071773	4072651	-	879
yihU	NC_000913.3	4072675	4073571	-	897
yihV	NC_000913.3	4073739	4074635	+	897
csqR	NC_000913.3	4074669	4075454	+	786
yihX	NC_000913.3	4075553	4076152	+	600
yihY	NC_000913.3	4076146	4077018	+	873
dtd	NC_000913.3	4077015	4077452	+	438
fabY	NC_000913.3	4077449	4078438	+	990
yiiE	NC_000913.3	4079291	4079509	+	219
yiiF	NC_000913.3	4079751	4079969	+	219
fdhE	NC_000913.3	4080299	4081228	-	930
fdoI	NC_000913.3	4081225	4081860	-	636
fdoH	NC_000913.3	4081857	4082759	-	903
fdoG	NC_000913.3	4082772	4085822	-	3051
fdhD	NC_000913.3	4086016	4086849	+	834
yiiG	NC_000913.3	4087002	4088057	+	1056
frvR	NC_000913.3	4088107	4089855	-	1749
frvX	NC_000913.3	4089855	4090925	-	1071
frvB	NC_000913.3	4090915	4092366	-	1452
frvA	NC_000913.3	4092377	4092823	-	447
rhaM	NC_000913.3	4093124	4093438	-	315
rhaD	NC_000913.3	4093448	4094272	-	825
rhaA	NC_000913.3	4094723	4095982	-	1260
rhaB	NC_000913.3	4095979	4097448	-	1470
rhaS	NC_000913.3	4097736	4098572	+	837
rhaR	NC_000913.3	4098646	4099494	+	849
rhaT	NC_000913.3	4099491	4100525	-	1035
sodA	NC_000913.3	4100810	4101430	+	621
kdgT	NC_000913.3	4101690	4102673	+	984
yiiM	NC_000913.3	4102822	4103496	+	675
cpxA	NC_000913.3	4103602	4104975	-	1374
cpxR	NC_000913.3	4104972	4105670	-	699
cpxP	NC_000913.3	4105820	4106320	+	501
cpxQ	NC_000913.3	4106330	4106387	+	58
fieF	NC_000913.3	4106469	4107371	+	903
pfkA	NC_000913.3	4107552	4108514	+	963
sbp	NC_000913.3	4108834	4109823	+	990
cdh	NC_000913.3	4109930	4110685	+	756
tpiA	NC_000913.3	4110740	4111507	-	768
yiiQ	NC_000913.3	4111615	4112214	-	600
yiiR	NC_000913.3	4112315	4112755	+	441
yiiS	NC_000913.3	4112967	4113266	+	300
uspD	NC_000913.3	4113293	4113721	+	429
fpr	NC_000913.3	4113726	4114472	-	747
glpX	NC_000913.3	4114569	4115579	-	1011
glpK	NC_000913.3	4115714	4117222	-	1509
glpF	NC_000913.3	4117245	4118090	-	846
zapB	NC_000913.3	4118515	4118760	+	246
rraA	NC_000913.3	4118845	4119330	-	486
menA	NC_000913.3	4119423	4120349	-	927
hslU	NC_000913.3	4120416	4121747	-	1332
hslV	NC_000913.3	4121757	4122287	-	531
ftsN	NC_000913.3	4122380	4123339	-	960
cytR	NC_000913.3	4123431	4124456	-	1026
priA	NC_000913.3	4124612	4126810	-	2199
rpmE	NC_000913.3	4127013	4127225	+	213
yiiX	NC_000913.3	4127286	4127894	-	609
metJ	NC_000913.3	4128078	4128395	-	318
metB	NC_000913.3	4128672	4129832	+	1161
metL	NC_000913.3	4129835	4132267	+	2433
metF	NC_000913.3	4132616	4133506	+	891
katG	NC_000913.3	4133835	4136015	+	2181
yijE	NC_000913.3	4136108	4137013	+	906
yijF	NC_000913.3	4137040	4137657	-	618
gldA	NC_000913.3	4137932	4139035	-	1104
fsaB	NC_000913.3	4139046	4139708	-	663
ptsA	NC_000913.3	4139720	4142221	-	2502
frwC	NC_000913.3	4142530	4143609	+	1080
frwB	NC_000913.3	4143624	4143944	+	321
pflD	NC_000913.3	4143995	4146292	+	2298
pflC	NC_000913.3	4146258	4147136	+	879
frwD	NC_000913.3	4147138	4147479	+	342
yijO	NC_000913.3	4147466	4148317	-	852
eptC	NC_000913.3	4148532	4150265	-	1734
ppc	NC_000913.3	4150447	4153098	-	2652
argE	NC_000913.3	4153696	4154847	-	1152
argC	NC_000913.3	4155001	4156005	+	1005
argB	NC_000913.3	4156013	4156789	+	777
argH	NC_000913.3	4156850	4158223	+	1374
oxyS	NC_000913.3	4158278	4158394	-	117
oxyR	NC_000913.3	4158490	4159407	+	918
sthA	NC_000913.3	4159390	4160790	-	1401
fabR	NC_000913.3	4161067	4161771	+	705
yijD	NC_000913.3	4161771	4162130	+	360
trmA	NC_000913.3	4162170	4163270	-	1101
btuB	NC_000913.3	4163639	4165483	+	1845
murI	NC_000913.3	4165428	4166285	+	858
rrsB	NC_000913.3	4166659	4168200	+	1542
gltT	NC_000913.3	4168372	4168447	+	76
rrlB	NC_000913.3	4168641	4171544	+	2904
rrfB	NC_000913.3	4171637	4171756	+	120
murB	NC_000913.3	4172057	4173085	+	1029
birA	NC_000913.3	4173082	4174047	+	966
coaA	NC_000913.3	4174076	4175026	-	951
thrU	NC_000913.3	4175388	4175463	+	76
tyrU	NC_000913.3	4175472	4175556	+	85
glyT	NC_000913.3	4175673	4175747	+	75
thrT	NC_000913.3	4175754	4175829	+	76
tufB	NC_000913.3	4175944	4177128	+	1185
secE	NC_000913.3	4177358	4177741	+	384
nusG	NC_000913.3	4177743	4178288	+	546
rplK	NC_000913.3	4178447	4178875	+	429
rplA	NC_000913.3	4178879	4179583	+	705
rplJ	NC_000913.3	4179996	4180493	+	498
rplL	NC_000913.3	4180560	4180925	+	366
rpoB	NC_000913.3	4181245	4185273	+	4029
rpoC	NC_000913.3	4185350	4189573	+	4224
yjaZ	NC_000913.3	4189786	4190325	+	540
sroH	NC_000913.3	4190327	4190487	-	161
thiH	NC_000913.3	4190735	4191868	-	1134
thiG	NC_000913.3	4191865	4192635	-	771
thiS	NC_000913.3	4192637	4192837	-	201
thiF	NC_000913.3	4192821	4193576	-	756
thiE	NC_000913.3	4193569	4194204	-	636
thiC	NC_000913.3	4194204	4196099	-	1896
rsd	NC_000913.3	4196332	4196808	-	477
nudC	NC_000913.3	4196903	4197676	+	774
hemE	NC_000913.3	4197716	4198780	+	1065
nfi	NC_000913.3	4198790	4199461	+	672
yjaG	NC_000913.3	4199504	4200094	+	591
hupA	NC_000913.3	4200281	4200553	+	273
yjaH	NC_000913.3	4200566	4201261	+	696
zraP	NC_000913.3	4201263	4201688	-	426
zraS	NC_000913.3	4201926	4203323	+	1398
zraR	NC_000913.3	4203320	4204645	+	1326
purD	NC_000913.3	4204642	4205931	-	1290
purH	NC_000913.3	4205943	4207532	-	1590
rrsE	NC_000913.3	4208147	4209688	+	1542
gltV	NC_000913.3	4209774	4209849	+	76
rrlE	NC_000913.3	4210043	4212946	+	2904
rrfE	NC_000913.3	4213040	4213159	+	120
yjaA	NC_000913.3	4213234	4213617	+	384
yjaB	NC_000913.3	4213680	4214123	-	444
metA	NC_000913.3	4214280	4215209	+	930
aceB	NC_000913.3	4215478	4217079	+	1602
aceA	NC_000913.3	4217109	4218413	+	1305
aceK	NC_000913.3	4218596	4220332	+	1737
aceK-int	NC_000913.3	4218879	4218963	+	85
arpA	NC_000913.3	4220301	4222487	-	2187
iclR	NC_000913.3	4222804	4223628	-	825
metH	NC_000913.3	4223828	4227511	+	3684
yjbB	NC_000913.3	4227731	4229362	+	1632
pepE	NC_000913.3	4229453	4230142	-	690
rluF	NC_000913.3	4230354	4231226	+	873
yjbD	NC_000913.3	4231359	4231631	-	273
lysC	NC_000913.3	4231884	4233233	-	1350
pgi	NC_000913.3	4233758	4235407	+	1650
yjbE	NC_000913.3	4235906	4236148	+	243
yjbF	NC_000913.3	4236262	4236900	+	639
yjbG	NC_000913.3	4236897	4237634	+	738
yjbH	NC_000913.3	4237634	4239730	+	2097
yjbT	NC_000913.3	4239777	4240055	-	279
psiE	NC_000913.3	4240325	4240735	+	411
xylE	NC_000913.3	4240779	4242254	-	1476
malH	NC_000913.3	4242531	4242633	-	103
malG	NC_000913.3	4242626	4243516	-	891
malF	NC_000913.3	4243531	4245075	-	1545
malE	NC_000913.3	4245229	4246419	-	1191
malK	NC_000913.3	4246784	4247899	+	1116
lamB	NC_000913.3	4247971	4249311	+	1341
malM	NC_000913.3	4249554	4250474	+	921
yjbI	NC_000913.3	4250703	4252283	+	1581
ubiC	NC_000913.3	4252506	4253003	+	498
ubiA	NC_000913.3	4253016	4253888	+	873
plsB	NC_000913.3	4254043	4256466	-	2424
dgkA	NC_000913.3	4256637	4257005	+	369
lexA	NC_000913.3	4257115	4257723	+	609
dinF	NC_000913.3	4257742	4259121	+	1380
yjbJ	NC_000913.3	4259237	4259446	+	210
zur	NC_000913.3	4259488	4260003	-	516
yjbL	NC_000913.3	4260321	4260575	+	255
yjbM	NC_000913.3	4260599	4261306	+	708
dusA	NC_000913.3	4261669	4262706	+	1038
pspG	NC_000913.3	4262840	4263082	+	243
pspH	NC_000913.3	4263139	4263249	+	111
qorA	NC_000913.3	4263248	4264231	-	984
dnaB	NC_000913.3	4264314	4265729	+	1416
alr	NC_000913.3	4265782	4266861	+	1080
tyrB	NC_000913.3	4267114	4268307	+	1194
yjbS	NC_000913.3	4268809	4269012	-	204
aphA	NC_000913.3	4269414	4270127	+	714
yjbQ	NC_000913.3	4270238	4270654	+	417
yjbR	NC_000913.3	4270658	4271014	+	357
uvrA	NC_000913.3	4271049	4273871	-	2823
ssb	NC_000913.3	4274125	4274661	+	537
yjcB	NC_000913.3	4274760	4275041	-	282
pdeC	NC_000913.3	4275471	4277057	+	1587
soxS	NC_000913.3	4277060	4277383	-	324
soxR	NC_000913.3	4277469	4277933	+	465
ryjA	NC_000913.3	4277926	4278066	-	141
ghxP	NC_000913.3	4278479	4279828	+	1350
yjcE	NC_000913.3	4279980	4281629	+	1650
yjcF	NC_000913.3	4281783	4283075	-	1293
actP	NC_000913.3	4283253	4284902	-	1650
yjcH	NC_000913.3	4284899	4285213	-	315
acs	NC_000913.3	4285413	4287371	-	1959
ytcB	NC_000913.3	4287611	4287667	+	57
nrfA	NC_000913.3	4287764	4289200	+	1437
nrfB	NC_000913.3	4289245	4289811	+	567
nrfC	NC_000913.3	4289808	4290479	+	672
nrfD	NC_000913.3	4290476	4291432	+	957
nrfE	NC_000913.3	4291512	4293170	+	1659
nrfF	NC_000913.3	4293163	4293546	+	384
nrfG	NC_000913.3	4293543	4294139	+	597
gltP	NC_000913.3	4294481	4295794	+	1314
yjcO	NC_000913.3	4296436	4297125	-	690
fdhF	NC_000913.3	4297219	4299366	-	2148
mdtP	NC_000913.3	4299564	4301030	-	1467
mdtO	NC_000913.3	4301027	4303078	-	2052
mdtN	NC_000913.3	4303078	4304109	-	1032
ytcA	NC_000913.3	4304128	4304403	-	276
yjcS	NC_000913.3	4304612	4306597	-	1986
alsK	NC_000913.3	4306870	4307799	-	930
alsE	NC_000913.3	4307783	4308478	-	696
alsC	NC_000913.3	4308489	4309469	-	981
alsA	NC_000913.3	4309448	4310980	-	1533
alsB	NC_000913.3	4311107	4312042	-	936
alsR	NC_000913.3	4312101	4312991	-	891
rpiB	NC_000913.3	4313350	4313799	+	450
yjdP	NC_000913.3	4313868	4314197	+	330
phnP	NC_000913.3	4314344	4315102	-	759
phnO	NC_000913.3	4315104	4315538	-	435
phnN	NC_000913.3	4315525	4316082	-	558
phnM	NC_000913.3	4316082	4317218	-	1137
phnL	NC_000913.3	4317215	4317895	-	681
phnK	NC_000913.3	4318006	4318764	-	759
phnJ	NC_000913.3	4318761	4319606	-	846
phnI	NC_000913.3	4319599	4320663	-	1065
phnH	NC_000913.3	4320663	4321247	-	585
phnG	NC_000913.3	4321244	4321696	-	453
phnF	NC_000913.3	4321697	4322422	-	726
phnE	NC_000913.3	4322443	4323281	-	839
phnD	NC_000913.3	4323336	4324352	-	1017
phnC	NC_000913.3	4324377	4325165	-	789
yjdN	NC_000913.3	4325298	4325741	-	444
yjdM	NC_000913.3	4326399	4326734	-	336
rdcA	NC_000913.3	4327135	4329363	+	2229
rdcB	NC_000913.3	4329360	4330238	+	879
proP	NC_000913.3	4330502	4332004	+	1503
pmrR	NC_000913.3	4332116	4332205	+	90
basS	NC_000913.3	4332181	4333272	-	1092
basR	NC_000913.3	4333282	4333950	-	669
eptA	NC_000913.3	4333947	4335590	-	1644
adiC	NC_000913.3	4335694	4337031	-	1338
adiY	NC_000913.3	4337168	4337929	-	762
adiA	NC_000913.3	4338254	4340521	-	2268
melR	NC_000913.3	4340720	4341628	-	909
melA	NC_000913.3	4341911	4343266	+	1356
melB	NC_000913.3	4343369	4344790	+	1422
yjdF	NC_000913.3	4344929	4345558	-	630
fumB	NC_000913.3	4345680	4347326	-	1647
dcuB	NC_000913.3	4347404	4348744	-	1341
dcuR	NC_000913.3	4349315	4350034	-	720
dcuS	NC_000913.3	4350031	4351662	-	1632
yjdI	NC_000913.3	4351843	4352073	+	231
yjdJ	NC_000913.3	4352085	4352357	+	273
ghoS	NC_000913.3	4352584	4352880	+	297
ghoT	NC_000913.3	4352908	4353081	+	174
lysU	NC_000913.3	4353200	4354717	-	1518
dtpC	NC_000913.3	4354954	4356411	-	1458
cadA	NC_000913.3	4356470	4358617	-	2148
cadB	NC_000913.3	4358697	4360031	-	1335
cadC	NC_000913.3	4360396	4361934	-	1539
yjdQ	NC_000913.3	4362191	4362353	-	163
pheU	NC_000913.3	4362551	4362626	-	76
yjdC	NC_000913.3	4362733	4363308	-	576
dsbD	NC_000913.3	4363345	4365042	-	1698
cutA	NC_000913.3	4365018	4365356	-	339
dcuA	NC_000913.3	4365472	4366773	-	1302
aspX	NC_000913.3	4366839	4366951	-	113
aspA	NC_000913.3	4366891	4368327	-	1437
fxsA	NC_000913.3	4368664	4369140	+	477
yjeH	NC_000913.3	4369156	4370412	-	1257
groS	NC_000913.3	4370688	4370981	+	294
groL	NC_000913.3	4371025	4372671	+	1647
yjeI	NC_000913.3	4372809	4373162	+	354
yjeJ	NC_000913.3	4373365	4374234	-	870
epmB	NC_000913.3	4374629	4375657	-	1029
efp	NC_000913.3	4375699	4376265	+	567
ecnA	NC_000913.3	4376317	4376442	+	126
ecnB	NC_000913.3	4376553	4376699	+	147
gdx	NC_000913.3	4376875	4377192	+	318
blc	NC_000913.3	4377189	4377722	-	534
ampC	NC_000913.3	4377811	4378944	-	1134
frdD	NC_000913.3	4379007	4379366	-	360
frdC	NC_000913.3	4379377	4379772	-	396
frdB	NC_000913.3	4379783	4380517	-	735
frdA	NC_000913.3	4380510	4382318	-	1809
epmA	NC_000913.3	4382643	4383620	+	978
yjeM	NC_000913.3	4383839	4385341	+	1503
yjeN	NC_000913.3	4385393	4385707	+	315
yjeO	NC_000913.3	4385704	4386018	+	315
mscM	NC_000913.3	4386047	4389370	-	3324
psd	NC_000913.3	4389392	4390360	-	969
rsgA	NC_000913.3	4390457	4391509	-	1053
orn	NC_000913.3	4391604	4392149	+	546
glyV	NC_000913.3	4392360	4392435	+	76
glyX	NC_000913.3	4392472	4392547	+	76
glyY	NC_000913.3	4392583	4392658	+	76
yjeV	NC_000913.3	4392892	4392945	+	54
queG	NC_000913.3	4392928	4394067	-	1140
nnr	NC_000913.3	4394066	4395613	+	1548
tsaE	NC_000913.3	4395585	4396046	+	462
amiB	NC_000913.3	4396065	4397402	+	1338
mutL	NC_000913.3	4397412	4399259	+	1848
miaA	NC_000913.3	4399252	4400202	+	951
hfq	NC_000913.3	4400288	4400596	+	309
hflX	NC_000913.3	4400672	4401952	+	1281
hflK	NC_000913.3	4402038	4403297	+	1260
hflC	NC_000913.3	4403300	4404304	+	1005
yjeT	NC_000913.3	4404386	4404583	+	198
purA	NC_000913.3	4404687	4405985	+	1299
nsrR	NC_000913.3	4406190	4406615	+	426
rnr	NC_000913.3	4406654	4409095	+	2442
rlmB	NC_000913.3	4409275	4410006	+	732
yjfI	NC_000913.3	4410133	4410534	+	402
yjfJ	NC_000913.3	4410553	4411251	+	699
yjfK	NC_000913.3	4411302	4411961	+	660
yjfL	NC_000913.3	4411979	4412377	+	399
yjfM	NC_000913.3	4412387	4413025	+	639
yjfC	NC_000913.3	4413028	4414191	+	1164
aidB	NC_000913.3	4414275	4415900	+	1626
yjfN	NC_000913.3	4416017	4416292	-	276
bsmA	NC_000913.3	4416441	4416770	-	330
yjfP	NC_000913.3	4416952	4417701	+	750
ulaR	NC_000913.3	4417698	4418453	-	756
ulaG	NC_000913.3	4418561	4419625	-	1065
ulaA	NC_000913.3	4419980	4421377	+	1398
ulaB	NC_000913.3	4421393	4421698	+	306
ulaC	NC_000913.3	4421708	4422172	+	465
ulaD	NC_000913.3	4422186	4422836	+	651
ulaE	NC_000913.3	4422846	4423700	+	855
ulaF	NC_000913.3	4423700	4424386	+	687
yjfY	NC_000913.3	4424516	4424791	-	276
rpsF	NC_000913.3	4425118	4425513	+	396
priB	NC_000913.3	4425520	4425834	+	315
rpsR	NC_000913.3	4425839	4426066	+	228
rplI	NC_000913.3	4426108	4426557	+	450
yjfZ	NC_000913.3	4426628	4427422	-	795
ytfA	NC_000913.3	4427694	4428095	+	402
ytfB	NC_000913.3	4428079	4428717	-	639
fklB	NC_000913.3	4428935	4429555	+	621
cycA	NC_000913.3	4429864	4431276	+	1413
ytfE	NC_000913.3	4431321	4431983	-	663
ytfF	NC_000913.3	4432091	4433056	-	966
qorB	NC_000913.3	4433164	4434024	-	861
ytfH	NC_000913.3	4434113	4434493	+	381
cpdB	NC_000913.3	4434622	4436565	-	1944
cysQ	NC_000913.3	4436755	4437495	+	741
ytfI	NC_000913.3	4437707	4438645	+	939
ytfJ	NC_000913.3	4438708	4439262	-	555
ytfK	NC_000913.3	4439587	4439793	+	207
paeA	NC_000913.3	4439872	4441215	-	1344
msrA	NC_000913.3	4441538	4442176	-	639
tamA	NC_000913.3	4442382	4444115	+	1734
tamB	NC_000913.3	4444112	4447891	+	3780
ytfP	NC_000913.3	4447894	4448235	+	342
chpS	NC_000913.3	4448447	4448698	+	252
chpB	NC_000913.3	4448692	4449042	+	351
ppa	NC_000913.3	4449122	4449652	-	531
ytfQ	NC_000913.3	4449962	4450918	+	957
ytfR	NC_000913.3	4451058	4452560	+	1503
ytfT	NC_000913.3	4452571	4453596	+	1026
yjfF	NC_000913.3	4453583	4454578	+	996
fbp	NC_000913.3	4454611	4455609	-	999
mpl	NC_000913.3	4455785	4457158	+	1374
yjgA	NC_000913.3	4457314	4457865	-	552
tldE	NC_000913.3	4457959	4459311	+	1353
cybC	NC_000913.3	4459488	4459855	+	368
nrdG	NC_000913.3	4459900	4460364	-	465
nrdD	NC_000913.3	4460522	4462660	-	2139
treC	NC_000913.3	4463054	4464709	-	1656
treB	NC_000913.3	4464759	4466180	-	1422
treR	NC_000913.3	4466299	4467246	-	948
mgtL	NC_000913.3	4467431	4467484	+	54
mgtA	NC_000913.3	4467625	4470321	+	2697
ridA	NC_000913.3	4470527	4470913	-	387
pyrI	NC_000913.3	4470986	4471447	-	462
pyrB	NC_000913.3	4471460	4472395	-	936
pyrL	NC_000913.3	4472399	4472533	-	135
yjgH	NC_000913.3	4472814	4473209	-	396
bdcA	NC_000913.3	4473340	4474053	-	714
bdcR	NC_000913.3	4474124	4474717	+	594
tabA	NC_000913.3	4474862	4475314	+	453
yjgL	NC_000913.3	4475437	4477251	+	1815
argI	NC_000913.3	4477307	4478311	-	1005
rraB	NC_000913.3	4478473	4478889	+	417
yjgM	NC_000913.3	4479034	4479537	-	504
yjgN	NC_000913.3	4479730	4480926	+	1197
valS	NC_000913.3	4480982	4483837	-	2856
holC	NC_000913.3	4483837	4484280	-	444
pepA	NC_000913.3	4484440	4485951	-	1512
ytgB	NC_000913.3	4486043	4486099	+	57
ytgA	NC_000913.3	4486105	4486155	+	51
lptF	NC_000913.3	4486218	4487318	+	1101
lptG	NC_000913.3	4487318	4488400	+	1083
yjgR	NC_000913.3	4488561	4490063	-	1503
idnR	NC_000913.3	4490141	4491139	-	999
idnT	NC_000913.3	4491206	4492525	-	1320
idnO	NC_000913.3	4492587	4493351	-	765
idnD	NC_000913.3	4493375	4494406	-	1032
idnK	NC_000913.3	4494623	4495186	+	564
ahr	NC_000913.3	4495190	4496209	-	1020
leuX	NC_000913.3	4496405	4496489	+	85
intB	NC_000913.3	4496750	4497940	+	1191
insC6	NC_000913.3	4498272	4498637	+	366
insD6	NC_000913.3	4498595	4499500	+	906
yjgX	NC_000913.3	4499593	4500791	-	1199
yjgZ	NC_000913.3	4501260	4501589	+	330
insG	NC_000913.3	4502103	4503431	-	1329
nanX	NC_000913.3	4504058	4505275	+	1218
nanY	NC_000913.3	4505287	4506405	+	1119
ythA	NC_000913.3	4506448	4506573	+	126
yjhD	NC_000913.3	4506626	4506856	-	231
yjhE	NC_000913.3	4506861	4507109	+	249
insO	NC_000913.3	4507197	4509793	+	2597
insI3	NC_000913.3	4507466	4508617	-	1152
insM	NC_000913.3	4508684	4508942	-	259
yjhV	NC_000913.3	4509804	4510133	+	330
fecE	NC_000913.3	4510690	4511457	-	768
fecD	NC_000913.3	4511458	4512414	-	957
fecC	NC_000913.3	4512411	4513409	-	999
fecB	NC_000913.3	4513406	4514308	-	903
fecA	NC_000913.3	4514353	4516677	-	2325
fecR	NC_000913.3	4516764	4517717	-	954
fecI	NC_000913.3	4517714	4518235	-	522
ykiE	NC_000913.3	4518372	4518440	+	69
insA7	NC_000913.3	4518527	4518802	+	276
insB7	NC_000913.3	4518721	4519224	+	504
yjhU	NC_000913.3	4519338	4520324	-	987
yjhF	NC_000913.3	4520671	4522020	-	1350
yjhG	NC_000913.3	4522127	4524094	-	1968
yjhH	NC_000913.3	4524105	4525010	-	906
yjhI	NC_000913.3	4525015	4525803	-	789
sgcR	NC_000913.3	4526106	4526888	-	783
sgcE	NC_000913.3	4526905	4527537	-	633
sgcA	NC_000913.3	4527549	4527980	-	432
ryjB	NC_000913.3	4527977	4528066	+	90
sgcQ	NC_000913.3	4528111	4528917	-	807
sgcC	NC_000913.3	4528930	4530243	-	1314
sgcB	NC_000913.3	4530255	4530533	-	279
sgcX	NC_000913.3	4530530	4531651	-	1122
yjhY	NC_000913.3	4532050	4532310	-	261
yjhP	NC_000913.3	4532437	4533183	-	747
yjhQ	NC_000913.3	4533239	4533784	-	546
topAI	NC_000913.3	4533796	4534053	-	258
yjhZ	NC_000913.3	4534430	4534675	-	246
yjhR	NC_000913.3	4535015	4536031	+	1017
ythB	NC_000913.3	4536597	4536695	+	99
nanS	NC_000913.3	4536614	4537594	-	981
nanM	NC_000913.3	4537659	4538765	-	1107
nanC	NC_000913.3	4538785	4539501	-	717
fimB	NC_000913.3	4540957	4541559	+	603
fimE	NC_000913.3	4542037	4542633	+	597
fimA	NC_000913.3	4543115	4543663	+	549
fimI	NC_000913.3	4543728	4544267	+	540
fimC	NC_000913.3	4544304	4545029	+	726
fimD	NC_000913.3	4545096	4547732	+	2637
fimF	NC_000913.3	4547742	4548272	+	531
fimG	NC_000913.3	4548285	4548788	+	504
fimH	NC_000913.3	4548808	4549710	+	903
gntP	NC_000913.3	4549953	4551296	-	1344
uxuA	NC_000913.3	4551636	4552820	+	1185
uxuB	NC_000913.3	4552901	4554361	+	1461
uxuR	NC_000913.3	4554576	4555349	+	774
yjiC	NC_000913.3	4555490	4556320	-	831
ytiC	NC_000913.3	4556574	4556675	+	102
ytiD	NC_000913.3	4556654	4556797	+	144
idlP	NC_000913.3	4556913	4556996	+	84
iraD	NC_000913.3	4556993	4557385	+	393
hypT	NC_000913.3	4557378	4558289	-	912
iadA	NC_000913.3	4558354	4559526	-	1173
yjiG	NC_000913.3	4559539	4560000	-	462
yjiH	NC_000913.3	4559997	4560680	-	684
kptA	NC_000913.3	4560930	4561484	+	555
yjiJ	NC_000913.3	4561497	4562675	-	1179
yjiK	NC_000913.3	4562743	4563603	-	861
ytiA	NC_000913.3	4563668	4563925	-	258
yjiL	NC_000913.3	4563922	4564689	-	768
yjiM	NC_000913.3	4564699	4565850	-	1152
yjiN	NC_000913.3	4565966	4567246	-	1281
mdtM	NC_000913.3	4567287	4568519	-	1233
ytiE	NC_000913.3	4568692	4568727	-	36
rpnD	NC_000913.3	4568998	4569918	+	921
yjiR	NC_000913.3	4570162	4571574	-	1413
yjiS	NC_000913.3	4571751	4571915	+	165
yjiT	NC_000913.3	4572414	4573931	+	1518
yjiV	NC_000913.3	4574135	4576855	+	2721
mcrC	NC_000913.3	4576912	4577958	-	1047
mcrB	NC_000913.3	4577958	4579337	-	1380
symE	NC_000913.3	4579499	4579840	-	342
symR	NC_000913.3	4579835	4579911	+	77
hsdS	NC_000913.3	4580068	4581462	-	1395
hsdM	NC_000913.3	4581459	4583048	-	1590
hsdR	NC_000913.3	4583249	4586761	-	3513
mrr	NC_000913.3	4586949	4587863	+	915
yjiA	NC_000913.3	4587909	4588865	-	957
yjiX	NC_000913.3	4588876	4589079	-	204
btsT	NC_000913.3	4589129	4591279	-	2151
tsr	NC_000913.3	4591657	4593312	+	1656
lgoT	NC_000913.3	4593361	4594722	-	1362
lgoR	NC_000913.3	4594937	4595851	-	915
lgoD	NC_000913.3	4595990	4597012	+	1023
opgB	NC_000913.3	4597150	4599441	-	2292
yjjA	NC_000913.3	4599695	4600189	-	495
dnaC	NC_000913.3	4600238	4600975	-	738
dnaT	NC_000913.3	4600978	4601517	-	540
yjjB	NC_000913.3	4601624	4602097	-	474
yjjP	NC_000913.3	4602088	4602858	-	771
yjjQ	NC_000913.3	4603477	4604202	+	726
bglJ	NC_000913.3	4604160	4604837	+	678
fhuF	NC_000913.3	4604875	4605663	-	789
yjjZ	NC_000913.3	4605804	4606040	+	237
leuV	NC_000913.3	4606079	4606165	-	87
leuP	NC_000913.3	4606200	4606286	-	87
leuQ	NC_000913.3	4606315	4606401	-	87
rsmC	NC_000913.3	4606669	4607700	-	1032
holD	NC_000913.3	4607803	4608216	+	414
rimI	NC_000913.3	4608185	4608631	+	447
yjjG	NC_000913.3	4608646	4609323	+	678
prfC	NC_000913.3	4609414	4611003	+	1590
osmY	NC_000913.3	4611396	4612001	+	606
ytjA	NC_000913.3	4612128	4612289	+	162
yjjU	NC_000913.3	4612411	4613484	+	1074
yjjV	NC_000913.3	4613481	4614260	+	780
yjjW	NC_000913.3	4614680	4615543	-	864
yjjI	NC_000913.3	4615515	4617065	-	1551
deoC	NC_000913.3	4617323	4618102	+	780
deoA	NC_000913.3	4618229	4619551	+	1323
deoB	NC_000913.3	4619603	4620826	+	1224
deoD	NC_000913.3	4620883	4621602	+	720
yjjJ	NC_000913.3	4621769	4623100	+	1332
